context,donor,projectCode,projectTitle,projectOwner,projectOwnerType,implementingPartner,implementingPartnerType,cluster,activity,startDate,endDate,status,province,district,activityTargetNumber,activityAchievedNumber,activityUnit,familiesTarget,woomenTarget,menTartet,girlsTarget,boysTarget,otherBeneficiariesTarget,families,women,men,girls,boys,otherBeneficiaries,distCode
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Water,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,1, -   ,Number of Schemes,,684,656,494,476,,, -   , -   , -   , -   ,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Water,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,1, -   ,Number of Schemes,,559,537,404,389,,, -   , -   , -   , -   ,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Water,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,1, -   ,Number of Schemes,,746,716,539,519,,, -   , -   , -   , -   ,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Water,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,1, -   ,Number of Schemes,,497,477,360,346,,, -   , -   , -   , -   ,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Water,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Kohat,1, -   ,Number of Schemes,,373,358,270,260,,, -   , -   , -   , -   ,,211
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Water,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Kohat,1, -   ,Number of Schemes,,"2,445","2,346","1,768","1,702",,, -   , -   , -   , -   ,,211
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Water,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,1, -   ,Number of Schemes,,317,304,229,221,,, -   , -   , -   , -   ,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Water,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Kohat,1, -   ,Number of Schemes,,373,358,270,260,,, -   , -   , -   , -   ,,211
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,218
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,218
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,218
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,218
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,218
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,218
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,218
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,218
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,218
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,218
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,218
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,218
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,218
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,218
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,218
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,218
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,218
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Peshawar,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,219
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Nowshera,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,218
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Kohat,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,211
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Kohat,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,211
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Kohat,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,211
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Kohat,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,211
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Kohat,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,211
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Kohat,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,211
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Kohat,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,211
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Kohat,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,211
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Kohat,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,211
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Kohat,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,211
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Kohat,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,211
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Kohat,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,211
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Kohat,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,211
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Kohat,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,211
,DFID,04 BKA,Integrated WASH response to the conflicted affected communities in KP and FATA,ACTED,INGO,ACTED,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,20-Feb-13,20-Jul-14,Ongoing,Khyber Pakhtunkhwa,Kohat,12,6,Number of Sessions,,148,142,107,103,,,89,85,64,62,,211
,ERF,ERF-DMA-0487-181,Multi-Sectoral GBV-Related Response for GBV Survivor IDPs for Tirrah Valley,Bent-e-Hawa Peace and Development Organization (BPDO),NGO,Bent-e-Hawa Peace and Development Organization (BPDO),NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,15-Jul-13,15-Jan-14,Completed,FATA,Kurram Agency,  , -   ,Number of Kits,,  ,  ,  ,  ,,,33,  ,  ,  ,,403
,UNFPA,PAK8U204,Provision of multi-sectoral Gender Based Violence services for the IDPs in District Kohat,Bent-e-Hawa Peace and Development Organization (BPDO),NGO,Bent-e-Hawa Peace and Development Organization (BPDO),NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,2-Sep-13,,Ongoing,Khyber Pakhtunkhwa,Kohat,  , -   ,Number of Kits,,  ,  ,  ,  ,,,10,  ,  ,  ,,211
,UNFPA,PAK8U204,Provision of multi-sectoral Gender Based Violence services for the IDPs in District Kohat,Bent-e-Hawa Peace and Development Organization (BPDO),NGO,Bent-e-Hawa Peace and Development Organization (BPDO),NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,2-Sep-13,,Ongoing,Khyber Pakhtunkhwa,Kohat,  , -   ,Number of Kits,,  ,  ,  ,  ,,,75,  ,  ,  ,,211
,UNICEF,PAK/103/104,WASH Emergency IDPs Response KPK,UNICEF,UN,BEST,NGO,"Water, Sanitation and Hygiene",Water,1-Mar-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,Nowshera,1,1,Number of Schemes,,"3,658","3,509","2,644","2,546",,,"3,658","3,509","2,644","2,546",,218
,UNICEF,PAK/103/104,WASH Emergency IDPs Response KPK,UNICEF,UN,BEST,NGO,"Water, Sanitation and Hygiene",Water,1-Mar-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,Nowshera,29,29,Number of Tests,,"3,658","3,509","2,644","2,546",,,"3,658","3,509","2,644","2,546",,218
,UNICEF,PAK/103/104,WASH Emergency IDPs Response KPK,UNICEF,UN,BEST,NGO,"Water, Sanitation and Hygiene",Water,1-Mar-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,Nowshera,2,2,Number of Wells,,"3,658","3,509","2,644","2,546",,,"3,658","3,509","2,644","2,546",,218
,UNICEF,PAK/103/104,WASH Emergency IDPs Response KPK,UNICEF,UN,BEST,NGO,"Water, Sanitation and Hygiene",water,1-Mar-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,Nowshera,500,500,Average Litres of Water Trucked per Day,,"3,658","3,509","2,644","2,546",,,"3,658","3,509","2,644","2,546",,218
,UNICEF,PAK/103/104,WASH Emergency IDPs Response KPK,UNICEF,UN,BEST,NGO,"Water, Sanitation and Hygiene",Sanitation,1-Mar-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,Nowshera,"1,353","1,353",Number of Facilities,,"3,658","3,509","2,644","2,546",,,"3,658","3,509","2,644","2,546",,218
,UNICEF,PAK/103/104,WASH Emergency IDPs Response KPK,UNICEF,UN,BEST,NGO,"Water, Sanitation and Hygiene",Sanitation,1-Mar-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,Nowshera,176,176,Number of Bins,,"3,658","3,509","2,644","2,546",,,"3,658","3,509","2,644","2,546",,218
,UNICEF,PAK/103/104,WASH Emergency IDPs Response KPK,UNICEF,UN,BEST,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,1-Mar-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,Nowshera,230,230,Number of Sessions,,"3,658","3,509","2,644","2,546",,,"3,658","3,509","2,644","2,546",,218
,UNICEF,PAK/103/104,WASH Emergency IDPs Response KPK,UNICEF,UN,BEST,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,1-Mar-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,Nowshera,51,51,Number of Sessions,,"3,658","3,509","2,644","2,546",,,"3,658","3,509","2,644","2,546",,218
,UNICEF,PAK/103/104,WASH Emergency IDPs Response KPK,UNICEF,UN,BEST,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,1-Mar-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,Nowshera,576,576,Number of Bars,,"3,658","3,509","2,644","2,546",,,"3,658","3,509","2,644","2,546",,218
,DFID,,Tirah Valley IDP's WASH Response ( Hangu ),International Rescue Committee (IRC),INGO,CERD,NGO,"Water, Sanitation and Hygiene",Water,7-Sep-13,,Ongoing,Khyber Pakhtunkhwa,Hangu,1,1,Number of Schemes,,55,70,41,39,,,55,70,41,39,,208
,DFID,,Tirah Valley IDP's WASH Response ( Hangu ),International Rescue Committee (IRC),INGO,CERD,NGO,"Water, Sanitation and Hygiene",Water,7-Sep-13,,Ongoing,Khyber Pakhtunkhwa,Hangu,1,1,Number of Schemes,,63,70,51,49,,,63,70,51,49,,208
